sample,sample_size,pct_fragments_clade,n_fragments_clade,n_fragments_taxon,n_minimisers,n_distinct_minimisers,rank,n_taxa_in_rank,ncbi_id,taxon,domain,kingdom,phylum,class,order,family,genus,species,db_n_minimisers_taxon,db_n_minimisers_clade,ratio_taxon,ratio_clade,pvalue,padj,significance
PD52811a,118334,0.2,231,82,4726,4438,G,51,838,Prevotella,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA,177182,3569112,0.025047691074714135,0.0012434465491696534,0,0,Significant
PD52811a,118334,0.1,120,120,2877,2688,S,58,28132,Prevotella melaninogenica,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_melaninogenica,487103,487126,0.005518340063600511,0.005518079511255815,0,0,Significant
PD52811a,118334,0.01,15,15,381,351,S,58,28133,Prevotella nigrescens,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_nigrescens,103482,116528,0.0033918942424769525,0.0030121515858849376,0,0,Significant
PD52811a,118334,0,5,5,188,187,S,58,28135,Prevotella oris,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_oris,93731,93731,0.001995071001056214,0.001995071001056214,0,0,Significant
PD52811a,118334,0,4,4,117,117,S,58,470565,Prevotella histicola,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_histicola,87509,87509,0.0013370053365939502,0.0013370053365939502,0,0,Significant
PD52811a,118334,0,2,2,62,60,S,58,1177574,Prevotella jejuni,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_jejuni,172242,172242,3.4834709304350854e-4,3.4834709304350854e-4,0,0,Significant
PD52811a,118334,0,1,1,44,44,S,58,28131,Prevotella intermedia,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_intermedia,264994,279686,1.6604149527913839e-4,1.573192794777e-4,0,0,Significant
PD52811a,118334,0,1,1,37,37,S,58,28137,Prevotella veroralis,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_veroralis,80981,80981,4.5689729689680293e-4,4.5689729689680293e-4,0,0,Significant
PD52811a,118334,0,1,0,17,12,S,58,52227,Prevotella dentalis,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_dentalis,0,100387,Inf,1.1953739029954078e-4,8.570554302284004e-126,4.970921495324723e-124,Significant
PD52811a,118334,0,2,0,35,35,G,51,2974257,Hoylesella,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hoylesella,NA,79,180207,0.4430379746835443,1.9422109019072512e-4,0,0,Significant
PD52811a,118334,0,2,2,20,20,S,58,76123,Hoylesella enoeca,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hoylesella,Hoylesella_enoeca,82872,82872,2.4133603629693985e-4,2.4133603629693985e-4,0,0,Significant
PD52811a,118334,0,2,0,67,65,F,42,2005525,Tannerellaceae,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,NA,NA,126,1522902,0.5158730158730159,4.268166960185225e-5,1.2303786896085771e-223,5.167590496356024e-222,Significant
PD52811a,118334,0,2,0,64,62,G,51,195950,Tannerella,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,NA,55,228385,1.1272727272727272,2.7147141887602075e-4,0,0,Significant
PD52811a,118334,0,2,2,53,51,S,58,712710,Tannerella serpentiformis,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Tannerella_serpentiformis,92575,92575,5.509046718876586e-4,5.509046718876586e-4,0,0,Significant
PD52811a,118334,0,1,0,35,35,F,42,815,Bacteroidaceae,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,NA,NA,76220,6076299,4.591970611388087e-4,5.760085209763378e-6,6.474036751993647e-8,2.719095435837332e-6,Significant
PD52811a,118334,0,1,1,30,30,G,51,816,Bacteroides,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,NA,1191069,5311634,2.518745765358682e-5,5.6479795106364635e-6,9.19990457333568e-7,4.691951332401197e-5,Significant
PD52811a,118334,0,1,0,247,212,F,42,49546,Flavobacteriaceae,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,358016,32194846,5.921523060421881e-4,6.584904925465399e-6,3.1408326145767095e-52,1.319149698122218e-50,Significant
PD52811a,118334,0,1,1,66,63,G,51,1016,Capnocytophaga,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,NA,214826,1240721,2.9326059229329784e-4,5.0776927286634146e-5,2.0459497324216022e-262,1.0434343635350171e-260,Significant
PD52811a,118334,0,1,0,58,58,F,42,2762318,Weeksellaceae,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,NA,NA,45649,10996626,0.0012705645249622116,5.274345058202398e-6,6.462088794106371e-10,2.7140772935246758e-8,Significant
PD52811a,118334,0,1,0,39,39,G,51,59732,Chryseobacterium,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,NA,810032,7400069,4.8146246074229166e-5,5.270221129019202e-6,3.3365169910984895e-7,1.7016236654602295e-5,Significant
PD52811a,118334,0,1,1,8,8,S,58,2754694,Chryseobacterium manosquense,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Chryseobacterium,Chryseobacterium_manosquense,73393,73393,1.0900222092025125e-4,1.0900222092025125e-4,4.806400764856612e-77,2.787712443616835e-75,Significant
PD52811a,118334,0,2,0,22,22,F,42,89373,Cytophagaceae,Bacteria,NA,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,NA,NA,1015,3966219,0.02167487684729064,5.546844488415794e-6,3.2667115488912335e-5,0.0013720188505343181,Significant
PD52811a,118334,0,2,0,21,21,G,51,107,Spirosoma,Bacteria,NA,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,NA,77247,3110250,2.7185521767835645e-4,6.751868820834338e-6,4.782292999015469e-7,2.4389694294978893e-5,Significant
PD52811a,118334,0,2,2,19,19,S,58,564064,Spirosoma rigui,Bacteria,NA,Bacteroidota,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,Spirosoma_rigui,188933,188933,1.005647504670968e-4,1.005647504670968e-4,1.6474273594447568e-165,9.55507868477959e-164,Significant
PD52811a,118334,0.05,60,1,1646,1521,F,42,203492,Fusobacteriaceae,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA,NA,667,1568882,2.280359820089955,9.694801776041793e-4,0,0,Significant
PD52811a,118334,0.05,59,20,1639,1514,G,51,848,Fusobacterium,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,NA,182440,1397955,0.008298618723964042,0.0010830105403965078,0,0,Significant
PD52811a,118334,0.03,36,0,1037,928,S,58,849,Fusobacterium gonidiaformans,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_gonidiaformans,0,44736,Inf,0.02074391988555079,0,0,Significant
PD52811a,118334,0,3,3,197,193,S,58,851,Fusobacterium nucleatum,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_nucleatum,210633,374836,9.162856722355946e-4,5.148918460339989e-4,0,0,Significant
PD52811a,118334,0.01,8,0,196,182,F,42,1129771,Leptotrichiaceae,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,NA,NA,1022,892173,0.1780821917808219,2.0399631013267607e-4,0,0,Significant
PD52811a,118334,0.01,8,6,196,182,G,51,32067,Leptotrichia,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,NA,83880,620999,0.0021697663328564616,2.930761563223129e-4,0,0,Significant
PD52811a,118334,0,1,1,11,11,S,58,712368,Leptotrichia sp. oral taxon 498,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_sp._oral_taxon_498,27834,27834,3.952001149673062e-4,3.952001149673062e-4,0,0,Significant
PD52811a,118334,0,3,0,215,191,F,42,72294,Campylobacteraceae,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,NA,NA,0,3619093,Inf,5.2775654010549054e-5,0,0,Significant
PD52811a,118334,0,3,1,215,191,G,51,194,Campylobacter,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,NA,264920,3619093,7.209723690170618e-4,5.2775654010549054e-5,0,0,Significant
PD52811a,118334,0,1,1,72,67,S,58,203,Campylobacter rectus,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_rectus,65918,65918,0.001016414332959131,0.001016414332959131,0,0,Significant
PD52811a,118334,0,1,1,58,42,S,58,827,Campylobacter ureolyticus,Bacteria,NA,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter_ureolyticus,66680,82942,6.29874025194961e-4,5.063779508572256e-4,0,0,Significant
PD52811a,118334,0,3,0,73,70,F,42,2845253,Treponemataceae,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,NA,NA,119,2359721,0.5882352941176471,2.966452389922368e-5,2.3915707504896023e-159,1.004459715205633e-157,Significant
PD52811a,118334,0,3,2,73,70,G,51,157,Treponema,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,NA,337023,2257557,2.0770095809484812e-4,3.100696903776959e-5,1.0150180592095234e-167,5.176592101968569e-166,Significant
PD52811a,118334,0,1,1,18,18,S,58,138851,Treponema parvum,Bacteria,NA,Spirochaetota,Spirochaetia,Spirochaetales,Treponemataceae,Treponema,Treponema_parvum,150842,150842,1.1933016003500352e-4,1.1933016003500352e-4,3.421930640950069e-187,1.98471977175104e-185,Significant
PD52811a,118334,0,1,0,747,723,F,42,3629,Malvaceae,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Malvaceae,NA,NA,59267,59245719,0.012199031501510115,1.2203413380804781e-5,0,0,Significant
PD52811a,118334,0,1,1,551,536,G,51,3633,Gossypium,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Gossypium,NA,20866325,52199924,2.5687321557581414e-5,1.0268214183606857e-5,1.5433704001645585e-290,7.8711890408392485e-289,Significant
PD52811a,118334,0.05,55,0,2044,106,F,42,151340,Papillomaviridae,Viruses,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,NA,NA,12,51754,8.833333333333334,0.002048150867565792,0,0,Significant
PD52811a,118334,0.05,55,0,2044,106,G,51,333750,Alphapapillomavirus,Viruses,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,NA,5,4597,21.2,0.023058516423754623,0,0,Significant
PD52811a,118334,0.05,55,0,2044,106,S,58,337041,Alphapapillomavirus 9,Viruses,Shotokuvirae,Cossaviricota,Papovaviricetes,Zurhausenvirales,Papillomaviridae,Alphapapillomavirus,Alphapapillomavirus_9,0,227,Inf,0.4669603524229075,0,0,Significant
PD52811a,118334,0.01,14,0,251,237,F,42,10292,Herpesviridae,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,NA,NA,3,397691,79,5.959400640195529e-4,0,0,Significant
PD52811a,118334,0.01,14,1,250,236,G,51,10294,Simplexvirus,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Simplexvirus,NA,1546,35924,0.15265200517464425,0.006569424340273911,0,0,Significant
PD52811a,118334,0.01,13,13,239,226,S,58,10298,Human alphaherpesvirus 1,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Herpesviridae,Simplexvirus,Human_alphaherpesvirus_1,3774,3774,0.0598834128245893,0.0598834128245893,0,0,Significant
PD52812a,4337622,15.97,692536,6460,15980919,154860,F,50,1129771,Leptotrichiaceae,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,NA,NA,1022,892173,151.52641878669277,0.1735762010282759,0,0,Significant
PD52812a,4337622,15.82,686076,371759,15901752,154329,G,69,32067,Leptotrichia,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,NA,83880,620999,1.8398783977110158,0.2485173084014628,0,0,Significant
PD52812a,4337622,6.98,302880,302880,10224469,43398,S,144,109328,Leptotrichia trevisanii,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_trevisanii,81014,81014,0.535685190214037,0.535685190214037,0,0,Significant
PD52812a,4337622,0.13,5800,5800,281218,24233,S,144,712362,Leptotrichia sp. oral taxon 221,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_sp._oral_taxon_221,41889,41889,0.5785050968034567,0.5785050968034567,0,0,Significant
PD52812a,4337622,0.01,364,364,40012,12584,S,144,712357,Leptotrichia sp. oral taxon 212,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_sp._oral_taxon_212,62923,62923,0.1999904645360202,0.1999904645360202,0,0,Significant
PD52812a,4337622,0.01,229,229,19494,625,S,144,712368,Leptotrichia sp. oral taxon 498,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_sp._oral_taxon_498,27834,27834,0.02245455198677876,0.02245455198677876,0,0,Significant
PD52812a,4337622,0,84,84,16382,1648,S,144,712361,Leptotrichia sp. oral taxon 218,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_sp._oral_taxon_218,29212,29212,0.056415171847186085,0.056415171847186085,0,0,Significant
PD52812a,4337622,0.09,3998,3998,298617,28357,S,144,157687,Leptotrichia wadei,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_wadei,96799,96799,0.2929472411905082,0.2929472411905082,0,0,Significant
PD52812a,4337622,0,212,0,64420,941,S,144,40542,Leptotrichia buccalis,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_buccalis,0,41346,Inf,0.02275915445266773,0,0,Significant
PD52812a,4337622,0,28,28,83043,1006,S,144,157688,Leptotrichia hofstadii,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_hofstadii,40042,40042,0.025123620198791267,0.025123620198791267,0,0,Significant
PD52812a,4337622,0,8,8,32292,1395,S,144,157691,Leptotrichia shahii,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_shahii,31000,31000,0.045,0.045,0,0,Significant
PD52812a,4337622,0,1,1,60774,664,S,144,554406,Leptotrichia hongkongensis,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_hongkongensis,35277,35277,0.018822462227513676,0.018822462227513676,0,0,Significant
PD52812a,4337622,2.3,99903,532,2336285,212108,F,50,203492,Fusobacteriaceae,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,NA,NA,667,1568882,318.00299850074964,0.13519691092128025,0,0,Significant
PD52812a,4337622,2.29,99371,87733,2330372,212065,G,69,848,Fusobacterium,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,NA,182440,1397955,1.1623821530366147,0.15169658536934308,0,0,Significant
PD52812a,4337622,0.21,9295,8018,618493,82217,S,144,851,Fusobacterium nucleatum,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_nucleatum,210633,374836,0.3903329487782066,0.2193412585770844,0,0,Significant
PD52812a,4337622,0.05,2065,2065,237683,23123,S,144,2663009,Fusobacterium pseudoperiodonticum,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_pseudoperiodonticum,123554,123554,0.18714893892549006,0.18714893892549006,0,0,Significant
PD52812a,4337622,0,161,161,37410,4799,S,144,860,Fusobacterium periodonticum,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_periodonticum,14426,14426,0.3326632469152918,0.3326632469152918,0,0,Significant
PD52812a,4337622,0,60,26,26592,1832,S,144,1583098,Fusobacterium hwasookii,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_hwasookii,45986,60401,0.039838211629626405,0.030330623665171107,0,0,Significant
PD52812a,4337622,0,52,52,15471,1004,S,144,285729,Fusobacterium canifelinum,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_canifelinum,34723,34723,0.028914552314028164,0.028914552314028164,0,0,Significant
PD52812a,4337622,0,3,3,2992,479,S,144,671211,Fusobacterium sp. oral taxon 203,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_sp._oral_taxon_203,16105,16105,0.029742316050915863,0.029742316050915863,0,0,Significant
PD52812a,4337622,0,2,1,291,64,S,144,859,Fusobacterium necrophorum,Bacteria,NA,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_necrophorum,72263,125048,8.856537923972157e-4,5.118034674684921e-4,5.785547882580242e-57,8.331188950915549e-55,Significant
PD52812a,4337622,0.74,31981,37,1242544,44556,F,50,2005525,Tannerellaceae,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,NA,NA,126,1522902,353.6190476190476,0.029257299550463522,0,0,Significant
PD52812a,4337622,0.74,31943,154,1241692,44398,G,69,195950,Tannerella,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,NA,55,228385,807.2363636363636,0.19439980734286402,0,0,Significant
PD52812a,4337622,0.73,31788,31788,1239298,44256,S,144,712710,Tannerella serpentiformis,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Tannerella_serpentiformis,92575,92575,0.47805563056980827,0.47805563056980827,0,0,Significant
PD52812a,4337622,0,1,1,589,66,S,144,28112,Tannerella forsythia,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Tannerella,Tannerella_forsythia,96699,135755,6.825303260633512e-4,4.8616993849213654e-4,1.1637130957388348e-54,1.6757468578639223e-52,Significant
PD52812a,4337622,0,1,0,339,86,G,69,375288,Parabacteroides,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,NA,199362,1294391,4.3137608972622664e-4,6.644051140652244e-5,0.9966262073970463,1,Non-significant
PD52812a,4337622,0,1,1,128,30,S,144,46503,Parabacteroides merdae,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides_merdae,155763,155813,1.9260029660445678e-4,1.9253849165345638e-4,7.140408358482448e-6,0.0010282188036214725,Significant
PD52812a,4337622,0.3,12986,361,383458,188869,F,50,171552,Prevotellaceae,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,NA,NA,10766,3974501,17.543098643878878,0.04752017926275525,0,0,Significant
PD52812a,4337622,0.29,12620,4017,376768,186624,G,69,838,Prevotella,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,NA,177182,3569112,1.0532898375681503,0.052288636501180125,0,0,Significant
PD52812a,4337622,0.07,2937,2937,90641,40516,S,144,28135,Prevotella oris,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_oris,93731,93731,0.4322582710095913,0.4322582710095913,0,0,Significant
PD52812a,4337622,0.06,2750,2750,106726,37027,S,144,28137,Prevotella veroralis,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_veroralis,80981,80981,0.4572307084377817,0.4572307084377817,0,0,Significant
PD52812a,4337622,0.03,1252,1252,45972,31550,S,144,28132,Prevotella melaninogenica,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_melaninogenica,487103,487126,0.06477069531495393,0.06476763712058071,0,0,Significant
PD52812a,4337622,0.02,874,874,27346,20536,S,144,1177574,Prevotella jejuni,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_jejuni,172242,172242,0.11922759837902486,0.11922759837902486,0,0,Significant
PD52812a,4337622,0.01,331,331,9586,8064,S,144,470565,Prevotella histicola,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_histicola,87509,87509,0.09215052166062919,0.09215052166062919,0,0,Significant
PD52812a,4337622,0,195,188,6736,4513,S,144,28133,Prevotella nigrescens,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_nigrescens,103482,116528,0.043611449334183726,0.038728889194013454,0,0,Significant
PD52812a,4337622,0,139,0,17725,9763,S,144,652716,Prevotella sp. oral taxon 299,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_sp._oral_taxon_299,0,74033,Inf,0.1318736239244661,0,0,Significant
PD52812a,4337622,0,5,5,773,191,S,144,712471,Prevotella sp. oral taxon 475,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_sp._oral_taxon_475,79419,79419,0.0024049660660547226,0.0024049660660547226,0,0,Significant
PD52812a,4337622,0,64,56,3391,1710,S,144,28131,Prevotella intermedia,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_intermedia,264994,279686,0.006452976293802879,0.006113999270610613,0,0,Significant
PD52812a,4337622,0,49,49,1881,1272,S,144,28129,Prevotella denticola,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_denticola,148514,148552,0.008564849105134869,0.0085626581937638,0,0,Significant
PD52812a,4337622,0,3,0,516,320,S,144,589436,Prevotella fusca,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_fusca,0,84760,Inf,0.0037753657385559227,0,0,Significant
PD52812a,4337622,0,2,0,697,475,S,144,589437,Prevotella scopos,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella_scopos,0,68282,Inf,0.006956445329662283,0,0,Significant
PD52812a,4337622,0,5,0,558,277,G,69,2974257,Hoylesella,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hoylesella,NA,79,180207,3.5063291139240507,0.001537121199509453,0,0,Significant
PD52812a,4337622,0,5,5,340,160,S,144,76123,Hoylesella enoeca,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Hoylesella,Hoylesella_enoeca,82872,82872,0.0019306882903755188,0.0019306882903755188,0,0,Significant
PD52812a,4337622,0,25,0,2657,884,F,50,171551,Porphyromonadaceae,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,NA,NA,0,635869,Inf,0.0013902234579764071,0,0,Significant
PD52812a,4337622,0,25,0,2657,884,G,69,836,Porphyromonas,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,NA,2091,635869,0.42276422764227645,0.0013902234579764071,0,0,Significant
PD52812a,4337622,0,16,16,1260,356,S,144,712435,Porphyromonas sp. oral taxon 275,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_sp._oral_taxon_275,70258,70258,0.005067038629052919,0.005067038629052919,0,0,Significant
PD52812a,4337622,0,6,6,859,316,S,144,837,Porphyromonas gingivalis,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_gingivalis,194564,202181,0.0016241442404555826,0.0015629559651994995,0,0,Significant
PD52812a,4337622,0,3,3,229,112,S,144,322095,Porphyromonas somerae,Bacteria,NA,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas_somerae,83793,83793,0.0013366271645602855,0.0013366271645602855,0,0,Significant
PD52812a,4337622,0,188,2,9164,4109,F,50,49546,Flavobacteriaceae,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,NA,NA,358016,32194846,0.011477140686449767,1.27629124239327e-4,1.334331943608122e-120,6.67165971804061e-119,Significant
PD52812a,4337622,0,186,148,5049,3086,G,69,1016,Capnocytophaga,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,NA,214826,1240721,0.014365114092335192,0.0024872634540722693,0,0,Significant
PD52812a,4337622,0,37,37,2159,1635,S,144,1019,Capnocytophaga sputigena,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga_sputigena,136681,136681,0.011962160066139404,0.011962160066139404,0,0,Significant
PD52812a,4337622,0,1,1,39,38,S,144,327575,Capnocytophaga leadbetteri,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga_leadbetteri,41162,41162,9.231815752392984e-4,9.231815752392984e-4,2.2682508334794694e-72,3.266281200210436e-70,Significant
PD52812a,4337622,0,5,0,1765,367,F,50,2762318,Weeksellaceae,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,NA,NA,45649,10996626,0.00803960656312296,3.337387304069448e-5,1,1,Non-significant
PD52812a,4337622,0,5,0,271,38,G,69,28250,Ornithobacterium,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Ornithobacterium,NA,0,169931,Inf,2.236201752476005e-4,1.9213970561077043e-9,1.325763968714316e-7,Significant
PD52812a,4337622,0,5,5,271,38,S,144,28251,Ornithobacterium rhinotracheale,Bacteria,NA,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Ornithobacterium,Ornithobacterium_rhinotracheale,168789,169931,2.2513315441172115e-4,2.236201752476005e-4,1.9213970561077043e-9,2.7668117607950944e-7,Significant
